IDFrom	IDTo	Weight	Time
217	1147	1	1463034446
1197	1147	1	1463127177
1197	1383	1	1463127177
350	1261	1	1463485730
350	203	1	1463485730
1444	1845	1	1462184602
1959	1959	1	1463732023
534	1880	1	1463479040
1261	1590	1	1461908668
1261	1147	1	1462788337
1980	1444	1	1461915114
1980	104	1	1461915114
1980	1880	1	1461915114
1980	1261	1	1461915114
906	1147	1	1461418677
906	1383	1	1461418677
1444	1838	1	1462866492
1444	1880	1	1462866492
312	1880	1	1461666356
312	1261	1	1461666356
1880	1838	1	1462364566
1880	1845	1	1462364566
1372	1880	1	1463476869
1632	1	1	1462545694
901	1494	1	1462539162
1998	1201	1	1461721578
1998	726	1	1461721578
586	1147	1	1463402529
1501	1880	1	1463581869
1281	1880	1	1463722013
723	1880	1	1463490820
412	1880	1	1463464730
412	153	1	1463464730
412	1773	1	1463464730
1880	1773	1	1462955964
1261	350	1	1463472427
1980	21	1	1463715720
586	1147	1	1463471652
1444	1845	1	1463506417
1372	1372	1	1463749420
1711	1591	1	1462453461
1711	2004	1	1462453461
1711	1261	1	1462453461
1711	855	1	1462453461
1711	1002	1	1462453461
1629	1629	1	1463772951
512	1444	1	1463166298
1261	1444	1	1462696160
1880	457	1	1461577706
1880	10	1	1462196475
1457	1147	1	1462903913
1457	942	1	1462903913
1630	1630	1	1463412564
1261	1880	1	1463396504
1473	1880	1	1463657491
1880	350	1	1463679280
1880	1261	1	1463679280
1372	1526	1	1462194362
1372	1905	1	1462194362
1372	1002	1	1462194362
1880	442	1	1463563302
1444	1838	1	1462941624
1880	1261	1	1463048085
726	1147	1	1463717227
2004	1880	1	1461997253
2004	1261	1	1461997253
2004	1002	1	1461997253
252	1	1	1461771815
1261	1261	1	1463695549
1880	203	1	1462800813
1880	465	1	1462800813
1880	1838	1	1462800813
1880	1590	1	1462800813
1880	1797	1	1462800813
1880	1147	1	1462800813
586	1880	1	1462977230
1980	1147	1	1461731970
1980	1372	1	1461731970
403	1147	1	1462808761
1261	1590	1	1462639268
1261	1182	1	1462639268
1261	1880	1	1462639268
1880	1838	1	1463123919
1880	1756	1	1463123919
1383	1147	1	1461685947
1569	1444	1	1461699621
901	1494	1	1461955794
79	1711	1	1461945804
1880	512	1	1463581492
906	1147	1	1462890185
906	628	1	1462890185
906	34	1	1462890185
1773	440	1	1462366207
1773	153	1	1462366207
1773	1880	1	1462366207
367	1711	1	1462784922
660	1880	1	1463462979
660	1993	1	1463462979
1201	1147	1	1461671707
1444	21	1	1462882175
1201	1147	1	1461555209
1918	1509	1	1463008750
465	1182	1	1461560502
465	1880	1	1461560502
465	1797	1	1461560502
465	1182	1	1461561402
465	1880	1	1461561402
465	1797	1	1461561402
1053	429	1	1461596008
906	1147	1	1463576239
1880	721	1	1463241812
1880	575	1	1463241812
1880	1756	1	1463241812
1880	1838	1	1463241812
1880	1590	1	1463241812
1880	203	1	1463241812
1880	151	1	1463241812
1880	450	1	1463241812
1880	1845	1	1463241812
586	1880	1	1463137203
1880	1880	1	1461586394
1880	1203	1	1461586394
1742	115	1	1461957828
659	659	1	1463326807
341	1711	1	1462472766
1838	1880	1	1463642646
1838	1261	1	1463642646
266	266	1	1461690406
1002	1880	1	1463553523
1002	1980	1	1463553523
1002	411	1	1463553523
1002	1261	1	1463553523
2004	1590	1	1463547439
586	1147	1	1461647548
586	344	1	1461647548
1591	1880	1	1462775169
1591	1261	1	1462775169
1586	1959	1	1462964001
1900	1905	1	1463033457
1900	855	1	1463033457
1900	2004	1	1463033457
217	1002	1	1461821417
217	1880	1	1461821417
217	177	1	1461821417
217	512	1	1461821417
217	1261	1	1461821417
217	2004	1	1461821417
1261	1900	1	1461411447
1002	1444	1	1462204665
832	1880	1	1463915453
1201	1147	1	1462944578
1629	1629	1	1463672471
1918	350	1	1463012916
1880	1838	1	1462514457
1880	1261	1	1462514457
1880	1002	1	1462514457
1383	1147	1	1461419608
1880	229	1	1462516133
34	1147	1	1463744558
1673	203	1	1463648804
1673	1554	1	1463648804
1673	1880	1	1463648804
1673	329	1	1463648804
1673	1993	1	1463648804
1673	1773	1	1463648804
1998	1147	1	1462016147
1998	1383	1	1462016147
1498	1880	1	1462970046
1880	1898	1	1462793585
1880	1880	1	1462793585
1980	1880	1	1463471504
1980	1261	1	1463471504
1980	2004	1	1463471504
595	1880	1	1463634009
1850	1147	1	1461736085
1850	1383	1	1461736085
512	1147	1	1463740332
341	1711	1	1462958442
906	1147	1	1463456790
906	1201	1	1463456790
1201	1147	1	1462974500
1002	586	1	1462422002
34	1147	1	1463051949
512	512	1	1462416721
1261	1838	1	1462949829
1261	1590	1	1462949829
1261	1845	1	1462949829
1261	1326	1	1462949829
1261	1083	1	1462949829
1444	1838	1	1462346130
1444	1402	1	1462945301
1980	1147	1	1462536946
1002	1147	1	1463563176
1002	1980	1	1463563176
1002	2004	1	1463563176
586	1147	1	1461830654
158	1773	1	1462092523
158	1711	1	1462092523
1880	760	1	1463890138
1444	1850	1	1462255233
1261	1147	1	1463491578
1444	1590	1	1463494568
1880	1444	1	1463640485
339	1880	1	1463661824
1850	1147	1	1462260134
1850	1201	1	1462260134
350	1880	1	1463299089
1880	512	1	1462949157
1880	1756	1	1461665192
1880	203	1	1461665192
1261	1838	1	1462519711
1261	1880	1	1462519711
1261	1002	1	1462519711
1880	1526	1	1462272117
1880	1905	1	1462272117
1880	1002	1	1462272117
1880	750	1	1461832751
1002	1147	1	1462520335
1002	726	1	1462520335
586	1880	1	1463549638
1201	1147	1	1462558576
1444	1880	1	1461565865
1444	1261	1	1461565865
1444	1002	1	1461565865
1261	1838	1	1463639056
1261	1880	1	1463639056
1261	1444	1	1463639056
1457	1147	1	1463293628
1457	1850	1	1463293628
512	1900	1	1463719648
512	1905	1	1463719648
512	1002	1	1463719648
350	1880	1	1462100012
1918	1880	1	1463412591
1900	1147	1	1462522914
1632	1	1	1463151898
151	462	1	1463577013
151	1880	1	1463577013
151	1806	1	1463577013
151	436	1	1463577013
151	1756	1	1463577013
1444	1147	1	1463544545
1261	1880	1	1463460928
1261	1980	1	1463460928
1261	1969	1	1463460928
1261	1326	1	1461929305
1959	1959	1	1463061135
272	1147	1	1462328976
1326	1444	1	1462206670
1845	1880	1	1463249208
1875	1880	1	1461905110
906	1147	1	1462539727
906	1201	1	1462539727
1281	1880	1	1461483030
726	1147	1	1461762594
2004	1147	1	1462983534
512	1900	1	1463480761
512	1905	1	1463480761
512	1969	1	1463480761
1880	512	1	1462963140
2004	906	1	1463585082
2004	1147	1	1463585082
2004	1444	1	1463585082
1980	1002	1	1463739101
1444	1261	1	1461397647
1050	1936	1	1461671793
411	1905	1	1463641928
1880	1900	1	1463038371
1880	1261	1	1463038371
1880	1905	1	1463038371
1994	1880	1	1462201582
1514	1880	1	1463490391
1980	1147	1	1461847951
1395	1395	1	1463772276
586	1905	1	1462686123
1201	1147	1	1463896923
586	1147	1	1463459542
411	1880	1	1462939344
512	1880	1	1461562928
512	1372	1	1461562928
1880	1849	1	1463488012
1980	1900	1	1463719748
1980	1905	1	1463719748
1980	1147	1	1463044737
1980	586	1	1463044737
1980	1880	1	1463044737
1182	1880	1	1462960611
1182	1261	1	1462960611
412	1880	1	1462512013
1570	1880	1	1463952817
1372	1900	1	1462945885
1372	1261	1	1462945885
1372	1905	1	1462945885
411	1147	1	1462331413
1444	1880	1	1461831063
1444	1261	1	1461831063
1444	1002	1	1461831063
522	1880	1	1461658217
411	1261	1	1463040385
743	1711	1	1461913421
1261	1147	1	1461760906
1261	586	1	1461760906
512	217	1	1462426078
512	1905	1	1462426078
512	1002	1	1462426078
1201	1147	1	1462364703
512	1880	1	1461553100
1002	177	1	1462353195
1002	1880	1	1462353195
1002	1261	1	1462353195
1002	2004	1	1462353195
1880	1281	1	1462877502
1880	21	1	1462877502
1444	265	1	1463503611
1880	1261	1	1463753003
1444	1838	1	1463490321
1880	1845	1	1463255326
1261	21	1	1461496583
1377	1711	1	1461980996
1002	1526	1	1462273466
1002	1880	1	1462273466
1002	1905	1	1462273466
1980	21	1	1463122368
1980	512	1	1463122368
350	1838	1	1463660828
350	1880	1	1463660828
350	1261	1	1463660828
350	203	1	1463660828
1900	1147	1	1463394753
1900	1147	1	1463037423
1002	537	1	1461655741
1002	1980	1	1461655741
1002	1905	1	1461655741
1845	1514	1	1461919095
1845	1123	1	1461919095
1845	559	1	1461919095
1845	165	1	1461919095
1845	1772	1	1461919095
1845	155	1	1461919095
1845	1993	1	1461919095
1845	2012	1	1461919095
1845	120	1	1461919095
1845	1002	1	1461919095
1845	1490	1	1461919095
1845	465	1	1461919095
1845	1084	1	1461919095
1845	1590	1	1461919095
1845	1797	1	1461919095
1845	1667	1	1461919095
1845	557	1	1461919095
1845	1673	1	1461919095
1845	109	1	1461919095
1845	1633	1	1461919095
1845	419	1	1461919095
1845	177	1	1461919095
1845	1623	1	1461919095
1845	1756	1	1461919095
1845	1821	1	1461919095
1845	692	1	1461919095
1845	575	1	1461919095
1845	1434	1	1461919095
1845	1884	1	1461919095
1845	1244	1	1461919095
1845	1851	1	1461919095
1845	1982	1	1461919095
1845	830	1	1461919095
1845	1580	1	1461919095
1845	278	1	1461919095
1845	479	1	1461919095
1756	1629	1	1462357802
1980	217	1	1461738361
1980	1905	1	1461738361
1980	1261	1	1461738361
1980	2004	1	1461738361
1880	615	1	1462692649
1584	1147	1	1462683360
1584	586	1	1462683360
1372	1123	1	1462862554
1372	465	1	1462862554
1372	14	1	1462862554
1372	1580	1	1462862554
1372	203	1	1462862554
1372	642	1	1462862554
1372	410	1	1462862554
1372	797	1	1462862554
1372	1880	1	1462862554
1372	272	1	1462862554
1372	165	1	1462862554
1372	1326	1	1462862554
1372	586	1	1462862554
1372	855	1	1462862554
1372	47	1	1462862554
1372	120	1	1462862554
1372	1002	1	1462862554
1372	453	1	1462862554
1372	1022	1	1462862554
1372	1993	1	1462862554
1372	1900	1	1462862554
1372	1590	1	1462862554
1372	1261	1	1462862554
1372	1797	1	1462862554
1372	1591	1	1462862554
1372	1434	1	1462862554
1372	1674	1	1462862554
1372	983	1	1462862554
1372	306	1	1462862554
1372	692	1	1462862554
1372	1748	1	1462862554
1372	329	1	1462862554
1372	1969	1	1462862554
1372	419	1	1462862554
1372	559	1	1462862554
1372	412	1	1462862554
1372	1505	1	1462862554
1372	820	1	1462862554
1372	266	1	1462862554
1372	1438	1	1462862554
1372	217	1	1462862554
1372	1471	1	1462862554
1372	25	1	1462862554
1372	457	1	1462862554
1372	1526	1	1462862554
1372	893	1	1462862554
1372	1244	1	1462862554
1372	24	1	1462862554
1372	1982	1	1462862554
1372	512	1	1462862554
1372	1444	1	1462862554
1372	1182	1	1462862554
1372	1845	1	1462862554
512	1880	1	1461762101
1629	1629	1	1461961174
586	1002	1	1461914197
1880	1969	1	1462930971
1880	1838	1	1462930971
1880	1261	1	1462930971
1880	411	1	1462930971
1880	1002	1	1462930971
1845	1514	1	1462470563
1845	1580	1	1462470563
1845	203	1	1462470563
1845	1880	1	1462470563
1845	706	1	1462470563
1845	1835	1	1462470563
1845	1884	1	1462470563
1845	1002	1	1462470563
1845	465	1	1462470563
1845	1993	1	1462470563
1845	1590	1	1462470563
1845	1261	1	1462470563
1845	540	1	1462470563
1845	1414	1	1462470563
1845	1326	1	1462470563
1845	1797	1	1462470563
1845	1969	1	1462470563
1845	105	1	1462470563
1845	412	1	1462470563
1845	1055	1	1462470563
1845	1838	1	1462470563
1845	512	1	1462470563
1845	1444	1	1462470563
1845	479	1	1462470563
1980	1147	1	1462294558
1980	1980	1	1462294558
2004	1444	1	1462613480
2004	512	1	1462613480
238	1711	1	1462965693
24	429	1	1462804390
1201	1147	1	1463546459
1444	1261	1	1462888246
203	1838	1	1463643062
1880	537	1	1461655808
1880	1980	1	1461655808
1880	1905	1	1461655808
1880	1002	1	1461655808
1372	1372	1	1462541991
1002	47	1	1462434535
1002	1880	1	1462434535
1002	1980	1	1462434535
1002	1261	1	1462434535
1584	1147	1	1463892476
1584	1002	1	1463892476
1444	1147	1	1462286121
1526	217	1	1462705046
1002	1147	1	1461731949
1002	1372	1	1461731949
1584	1147	1	1463055474
1584	1201	1	1463055474
1261	350	1	1463462123
1261	1838	1	1463462123
1261	1773	1	1463462123
1261	1880	1	1463462123
1261	203	1	1463462123
832	1880	1	1463755938
910	1711	1	1462187848
1457	1147	1	1463287359
350	1880	1	1463376602
1773	855	1	1462969903
1980	21	1	1463122013
1980	512	1	1463122013
1959	1959	1	1462899013
108	1147	1	1462281221
1998	1147	1	1461727968
1998	726	1	1461727968
1002	1147	1	1461924907
234	1880	1	1463918563
1880	1002	1	1462283445
1880	1261	1	1462283445
1880	1326	1	1462283445
1880	1406	1	1462283445
1880	1527	1	1462283445
1880	385	1	1462283445
1880	90	1	1462283445
1880	1217	1	1462283445
1880	870	1	1462283445
1880	350	1	1461850277
1880	1261	1	1461850277
379	1880	1	1461931171
1383	1147	1	1462261528
743	1711	1	1462950212
1281	21	1	1462452374
1281	512	1	1462452374
1880	1444	1	1461696745
1584	1147	1	1463488664
1584	1197	1	1463488664
855	2004	1	1462976157
820	1756	1	1461655846
820	1002	1	1461655846
820	1880	1	1461655846
820	1969	1	1461655846
820	1590	1	1461655846
820	1261	1	1461655846
820	411	1	1461655846
820	1812	1	1461655846
234	1880	1	1463918677
1845	1002	1	1462287812
411	21	1	1463546404
411	1980	1	1463546404
1584	1147	1	1463891346
1584	1002	1	1463891346
1261	1773	1	1463640343
1590	1880	1	1461587333
1590	1261	1	1461587333
1582	1147	1	1461853967
1582	1242	1	1461853967
1444	1880	1	1462982497
1711	203	1	1463902814
1002	1905	1	1462294243
586	1147	1	1462595827
586	586	1	1462595827
1880	512	1	1463164785
1880	1444	1	1463164785
512	1147	1	1461897411
1590	1880	1	1463233469
1590	1969	1	1463233469
1584	1147	1	1463106595
1584	34	1	1463106595
1002	1880	1	1463889839
1969	217	1	1462429640
1969	1326	1	1462429640
855	34	1	1462705612
855	1201	1	1462705612
1584	1147	1	1461661942
1584	1444	1	1461661942
1261	1980	1	1461735813
791	1880	1	1463163637
1880	203	1	1462187226
1880	329	1	1462187226
1880	1993	1	1462187226
1880	153	1	1462187226
1880	350	1	1462187226
1880	1773	1	1462187226
284	1880	1	1463047571
1	350	1	1463199852
1	1838	1	1463199852
1261	1147	1	1462871840
1002	1526	1	1462194261
1002	1905	1	1462194261
512	586	1	1463121106
1880	1261	1	1463651478
512	966	1	1462425042
512	71	1	1462425042
512	1717	1	1462425042
512	1880	1	1462425042
1261	1444	1	1462341515
1261	1880	1	1462341515
1261	1838	1	1462341515
475	1945	1	1462393019
475	1	1	1462393019
475	392	1	1462393019
475	966	1	1462393019
1880	125	1	1462187375
1880	697	1	1462187375
1880	1585	1	1462187375
1880	31	1	1463466348
1880	1147	1	1463466348
1963	1880	1	1461871857
1880	303	1	1462769862
1281	1147	1	1463465092
1383	1147	1	1461683458
1880	203	1	1463129480
1880	1993	1	1463129480
1880	948	1	1463129480
1880	350	1	1463129480
1880	345	1	1463129480
1880	1773	1	1463129480
1880	96	1	1462698729
1880	1444	1	1462698729
1880	1584	1	1462698729
211	1880	1	1463414854
1845	1290	1	1461836033
1294	1294	1	1462519799
1281	1880	1	1461565377
1281	1261	1	1461565377
1281	2004	1	1461565377
1444	1002	1	1462897842
1201	1147	1	1461686647
512	1880	1	1461847044
586	1880	1	1463248321
844	1154	1	1461579636
844	1526	1	1461579636
844	1880	1	1461579636
844	1261	1	1461579636
844	2004	1	1461579636
1261	1880	1	1461747836
1880	1272	1	1462446354
1880	537	1	1462446354
1880	1002	1	1462446354
947	1880	1	1463570705
346	1711	1	1462112454
512	1880	1	1461750900
1880	1002	1	1462861543
1580	203	1	1463828640
586	1880	1	1463648976
411	1147	1	1462410177
942	1147	1	1462007679
942	1383	1	1462007679
581	1880	1	1463745330
1444	1880	1	1463045728
1444	1261	1	1463045728
512	1002	1	1463384239
512	855	1	1463384239
512	165	1	1463384239
1261	350	1	1463634268
1261	1880	1	1463634268
942	1147	1	1462332120
942	403	1	1462332120
942	1201	1	1462332120
1773	855	1	1462441748
1629	1880	1	1462798307
1629	1444	1	1462798307
1629	1261	1	1462798307
1281	832	1	1463636330
1372	1123	1	1462344305
1372	465	1	1462344305
1372	14	1	1462344305
1372	1580	1	1462344305
1372	203	1	1462344305
1372	642	1	1462344305
1372	410	1	1462344305
1372	797	1	1462344305
1372	1880	1	1462344305
1372	272	1	1462344305
1372	165	1	1462344305
1372	1326	1	1462344305
1372	586	1	1462344305
1372	855	1	1462344305
1372	47	1	1462344305
1372	120	1	1462344305
1372	1002	1	1462344305
1372	453	1	1462344305
1372	1022	1	1462344305
1372	1993	1	1462344305
1372	1900	1	1462344305
1372	1590	1	1462344305
1372	1261	1	1462344305
1372	1797	1	1462344305
1372	1591	1	1462344305
1372	1434	1	1462344305
1372	1674	1	1462344305
1372	983	1	1462344305
1372	306	1	1462344305
1372	692	1	1462344305
1372	1748	1	1462344305
1372	329	1	1462344305
1372	1969	1	1462344305
1372	419	1	1462344305
1372	559	1	1462344305
1372	412	1	1462344305
1372	1505	1	1462344305
1372	820	1	1462344305
1372	266	1	1462344305
1372	1438	1	1462344305
1372	217	1	1462344305
1372	1471	1	1462344305
1372	25	1	1462344305
1372	457	1	1462344305
1372	1526	1	1462344305
1372	893	1	1462344305
1372	1244	1	1462344305
1372	24	1	1462344305
1372	1982	1	1462344305
1372	512	1	1462344305
1372	1444	1	1462344305
1372	1182	1	1462344305
1372	1845	1	1462344305
312	1688	1	1463423474
312	1880	1	1463423474
586	1147	1	1462358856
832	1880	1	1463520824
350	1880	1	1462428724
512	1880	1	1461658762
512	1980	1	1461658762
1880	1261	1	1462846597
1880	411	1	1462846597
1880	1002	1	1462846597
1880	1563	1	1462278114
1590	1880	1	1463038934
1281	1147	1	1461562648
1632	1	1	1463506132
1444	1845	1	1462185050
1444	1281	1	1462524709
836	1880	1	1462368207
836	1261	1	1462368207
1980	1969	1	1463403515
1980	21	1	1463547771
1980	411	1	1463547771
203	1933	1	1463830108
1880	419	1	1462188801
1880	1773	1	1462188801
1880	1797	1	1462188801
1880	512	1	1463564002
1629	1629	1	1462394548
1197	1147	1	1463123599
1197	34	1	1463123599
1969	1756	1	1462445366
1969	1002	1	1462445366
1969	1880	1	1462445366
1969	1590	1	1462445366
1969	1261	1	1462445366
1969	692	1	1462445366
1281	1905	1	1461925884
1444	1590	1	1463247544
1242	1147	1	1461689847
499	1711	1	1463756738
1838	1444	1	1462438032
1584	1147	1	1462761950
1584	726	1	1462761950
977	1711	1	1461941761
284	1880	1	1461591975
1508	1508	1	1462961526
1900	1147	1	1462854664
1900	34	1	1462854664
1880	177	1	1462368792
1880	1261	1	1462368792
1880	2004	1	1462368792
1880	1002	1	1462368792
1880	1909	1	1461692780
1880	1002	1	1461692780
726	1147	1	1462446252
512	21	1	1463372160
1629	1629	1	1462548175
1372	217	1	1461585165
1372	1905	1	1461585165
1880	562	1	1461577335
1357	1509	1	1461602696
412	1775	1	1461578144
412	1880	1	1461578144
1880	1261	1	1462897055
542	1880	1	1462350761
1880	1364	1	1462518298
1880	1880	1	1462518298
1444	1880	1	1461840050
600	600	1	1462451829
1582	1147	1	1461829702
1582	1383	1	1461829702
203	1880	1	1462542552
1526	1905	1	1461675390
1526	411	1	1461675390
1584	1201	1	1463890353
1584	726	1	1463890353
1742	115	1	1461879284
1980	1147	1	1463215536
1980	1197	1	1463215536
1444	1838	1	1462433168
1444	1880	1	1462433168
1444	1261	1	1462433168
1444	1002	1	1462433168
1880	713	1	1462454743
1880	457	1	1462454743
1880	1002	1	1462454743
1980	1147	1	1462446532
621	1880	1	1463684407
217	1905	1	1461738138
217	1980	1	1461738138
217	2004	1	1461738138
217	1261	1	1461738138
606	1147	1	1461813354
855	1880	1	1462272407
855	411	1	1462272407
855	1002	1	1462272407
1383	1147	1	1461488537
891	1711	1	1463830439
1261	1880	1	1461843016
1917	1711	1	1463736366
1917	283	1	1463736366
1526	1905	1	1463565345
1526	1900	1	1463565345
1526	512	1	1463565345
1526	1966	1	1463565345
1526	2004	1	1463565345
1444	1002	1	1462979483
1782	798	1	1461839058
1782	1505	1	1461839058
1782	390	1	1461839058
411	1905	1	1461675767
134	1880	1	1462706760
1880	1838	1	1462264368
1880	2004	1	1462264368
1880	1261	1	1462264368
1880	1969	1	1462264368
1880	1002	1	1462264368
1281	1147	1	1463500582
586	1444	1	1463028973
586	1584	1	1463028973
1850	537	1	1461755139
1850	2004	1	1461755139
1850	1002	1	1461755139
1002	1505	1	1461755804
1444	1880	1	1462632112
1980	21	1	1463027859
1261	1880	1	1463754760
411	1880	1	1463059745
1186	1711	1	1462444373
252	1	1	1461768546
1526	1905	1	1462423935
1773	1880	1	1463481847
1845	1880	1	1463252177
586	1880	1	1462343585
586	411	1	1462343585
457	1880	1	1461582000
1002	1147	1	1463655769
1526	1905	1	1463652229
1526	1002	1	1463652229
1526	1880	1	1463652229
1526	1969	1	1463652229
1526	1838	1	1463652229
1526	1261	1	1463652229
1261	586	1	1462338219
1261	1880	1	1462338219
1261	2004	1	1462338219
1	1261	1	1463822602
586	1147	1	1462949007
586	34	1	1462949007
586	1201	1	1462949007
586	2004	1	1462949007
479	1772	1	1463040116
479	512	1	1463040116
1880	1694	1	1463234384
1880	1684	1	1463234384
1281	21	1	1462877444
1880	1492	1	1463124654
1444	1590	1	1462972501
1444	1880	1	1462972501
1444	1261	1	1462202067
1281	1147	1	1462507313
1281	21	1	1462507313
412	832	1	1463469395
412	119	1	1463469395
412	1880	1	1463469395
412	670	1	1463469395
412	586	1	1463469395
412	1261	1	1463469395
412	580	1	1463469395
412	1217	1	1463469395
412	1773	1	1463469395
1002	1147	1	1461651417
1261	1905	1	1463496028
1880	411	1	1461908354
217	1261	1	1463121237
217	1905	1	1463121237
1959	1959	1	1463731234
1526	1880	1	1462291682
1526	1905	1	1462291682
1900	1147	1	1462118044
1584	1526	1	1461663753
1584	1147	1	1461663753
350	1261	1	1462182605
1980	1880	1	1463658707
1980	1261	1	1463658707
1980	1002	1	1463658707
1756	1590	1	1462436443
1261	1271	1	1463822886
1383	1147	1	1461733646
1711	1261	1	1462008021
1711	2004	1	1462008021
1711	1002	1	1462008021
403	1147	1	1463408710
403	1864	1	1463408710
1184	1711	1	1463601597
1845	1772	1	1463049770
1845	1684	1	1463049770
1002	1083	1	1461734636
1002	1980	1	1461734636
1002	2004	1	1461734636
1002	1261	1	1461734636
740	1147	1	1461592891
1372	217	1	1462790315
1372	1905	1	1462790315
1372	1261	1	1462790315
1372	1969	1	1462790315
1969	1905	1	1463652249
1969	1002	1	1463652249
1969	1526	1	1463652249
1969	1880	1	1463652249
1969	1838	1	1463652249
1969	1261	1	1463652249
906	1147	1	1462771963
906	1880	1	1462771963
906	1584	1	1462771963
1372	1147	1	1462442624
1880	1773	1	1461582289
1880	1993	1	1461582289
93	1880	1	1462522457
1880	1261	1	1463730415
1756	1261	1	1462184219
1756	1880	1	1462184219
1756	1256	1	1462184219
1756	1759	1	1462184219
1880	1147	1	1463726332
1880	1002	1	1463726332
2004	1880	1	1462286033
2004	1261	1	1462286033
2004	1969	1	1462286033
2004	1002	1	1462286033
836	1880	1	1463053639
836	1261	1	1463053639
350	203	1	1463161125
1590	1261	1	1461667328
1900	1147	1	1462761915
1580	1590	1	1462431664
586	1900	1	1463114168
1437	1711	1	1463601486
217	586	1	1462522592
217	1905	1	1462522592
1591	1505	1	1461756845
1591	1880	1	1461756845
1591	855	1	1461756845
1591	1002	1	1461756845
1261	1880	1	1462802345
1261	1002	1	1462802345
1444	1475	1	1462875565
1261	1880	1	1462692415
906	1147	1	1463402208
1880	1747	1	1463732519
1880	469	1	1461823889
403	1147	1	1462957577
1900	1147	1	1461931505
1201	1147	1	1463024205
1002	1900	1	1463719152
1002	1905	1	1463719152
1	1880	1	1463658769
1	451	1	1463658769
1002	1905	1	1463900958
1880	411	1	1463719672
1711	512	1	1461773114
1201	1147	1	1463929605
1281	1147	1	1462452854
1880	1281	1	1462892503
1880	412	1	1462892503
1880	257	1	1462892503
217	1905	1	1462167765
217	2004	1	1462167765
217	1002	1	1462167765
34	1147	1	1462166487
1383	1147	1	1462167135
1014	412	1	1461595204
1969	1905	1	1462456076
1444	1880	1	1462870921
149	832	1	1461695866
149	1880	1	1461695866
1444	1002	1	1462192425
1444	1880	1	1463552600
1629	1444	1	1462357239
1629	1756	1	1462357239
1629	1880	1	1462357239
1629	1261	1	1462357239
1629	1838	1	1462357239
1880	1261	1	1463926502
1518	1711	1	1461831015
1880	350	1	1462454248
1584	1147	1	1463728197
1584	586	1	1463728197
1584	512	1	1463728197
1584	1372	1	1463728197
1201	1147	1	1461662650
1582	1147	1	1462978007
1582	1201	1	1462978007
34	1147	1	1463125668
34	1197	1	1463125668
34	1584	1	1463125668
1797	1591	1	1462360816
1797	31	1	1462360816
1590	412	1	1463494886
621	412	1	1463596365
1797	1261	1	1463572487
1584	1147	1	1463485881
1584	586	1	1463485881
1584	1261	1	1463485881
1880	566	1	1463725629
1444	60	1	1463576255
1444	1838	1	1463576255
1900	1147	1	1463736444
1281	1880	1	1461917995
1281	1261	1	1461917995
1281	1969	1	1461917995
1281	1002	1	1461917995
1880	1261	1	1463398233
1880	1372	1	1463398233
1880	1322	1	1462539184
512	1880	1	1463710312
211	211	1	1461744300
1294	1294	1	1461656790
217	1461	1	1462433787
217	1860	1	1462433787
217	1261	1	1462433787
217	855	1	1462433787
34	1147	1	1462868727
586	1905	1	1463577226
586	411	1	1463577226
34	1147	1	1462469543
34	1197	1	1462469543
467	1711	1	1463157103
797	1880	1	1461938872
1582	1281	1	1462466899
1582	1147	1	1462466899
1880	459	1	1462181582
1880	203	1	1462181582
1880	1993	1	1462181582
1880	350	1	1462181582
1880	345	1	1462181582
1880	1773	1	1462181582
586	1147	1	1462431750
1880	151	1	1461426176
1880	1756	1	1461426176
1880	1590	1	1461426176
1880	1261	1	1461426176
1880	1002	1	1461426176
1261	1261	1	1463743230
1024	1024	1	1461830174
1261	1261	1	1461754892
1383	1147	1	1461670539
586	1147	1	1463720553
2004	1261	1	1461723443
2004	855	1	1461723443
1900	1147	1	1463054053
128	1711	1	1461618034
1272	1591	1	1462448635
1272	1880	1	1462448635
1272	1677	1	1462448635
1272	537	1	1462448635
1272	1002	1	1462448635
1629	1838	1	1462433852
1629	1444	1	1462433852
1629	1756	1	1462433852
1629	1880	1	1462433852
1629	1261	1	1462433852
1845	1880	1	1463729957
1998	1147	1	1461732423
1998	1372	1	1461732423
1998	1002	1	1461732423
1002	1880	1	1462787105
1002	1444	1	1462787105
1002	1261	1	1462787105
1880	832	1	1463815915
1900	1905	1	1463728129
1900	2004	1	1463728129
1900	1002	1	1463728129
390	1893	1	1462903663
390	1913	1	1462903663
390	783	1	1462903663
1002	1312	1	1463738799
1002	1526	1	1463738799
1002	512	1	1463738799
1002	1980	1	1463738799
1880	512	1	1461576145
1880	1261	1	1461576145
1674	1880	1	1463463017
512	1880	1	1462175068
512	1002	1	1462175068
1980	21	1	1463045243
1980	1261	1	1463045243
1526	1261	1	1462161820
1526	1880	1	1462161820
1526	1969	1	1462161820
1526	2004	1	1462161820
1526	1002	1	1462161820
1501	1880	1	1462360281
1629	1629	1	1461671513
1590	1261	1	1461667456
2004	512	1	1463398822
2004	411	1	1463398822
1201	1147	1	1461590170
1850	1526	1	1462279659
1850	1444	1	1462279659
512	1880	1	1463482112
512	1261	1	1463482112
1503	485	1	1463645200
1136	1880	1	1461909599
586	1147	1	1462202941
586	1880	1	1462946679
586	1261	1	1462946679
906	1147	1	1463364997
906	403	1	1463364997
906	2004	1	1463364997
1002	586	1	1461656780
1002	1880	1	1461656780
1900	1147	1	1463479088
